PC1,PC2,PC3
-0.705627,-1.049019,-1.093827
1.146185,0.613391,-0.636816
-1.117233,0.366160,-1.296591
-0.067313,0.668697,-0.900208
1.061553,1.331074,-0.753954
-0.840356,-0.774611,-1.223981
1.151646,1.550585,0.208493
-2.052278,-0.211470,-0.690815
0.275922,0.750813,1.149911
2.330204,-0.273535,-0.152304
0.842811,-0.018547,-0.296322
1.536931,-1.154235,-1.246169
1.701903,-0.616289,-1.357672
-0.777736,1.017271,-0.851635
0.157991,1.541733,0.507507
-0.273259,0.356176,1.070015
-0.097778,0.494073,-1.082522
1.404276,0.982551,-0.616522
-0.861130,0.947426,-0.939192
1.068103,1.273156,-0.770461
0.484701,-0.183884,-0.621687
0.401775,0.121548,-0.677641
1.547692,1.254850,-0.392307
0.569308,-0.326218,-0.477831
0.609470,-0.311444,-0.411737
1.741520,-0.530006,-1.101987
0.377945,-0.277725,-0.809583
-0.014055,-0.278421,-1.231291
-1.388888,1.192350,-0.136753
-1.460638,1.186771,-0.181294
-1.514092,1.171125,-0.235198
-1.551503,1.116782,-0.273295
-1.597154,1.086817,-0.315646
-1.655269,1.050349,-0.355432
-1.694211,1.011887,-0.413017
-1.718282,0.942689,-0.452692
-1.738589,0.851387,-0.482591
-0.158054,0.687836,-0.976352
0.367087,1.107538,-0.280500
-0.425675,0.428962,-1.296251
-0.776057,-0.215112,-1.434691
0.677681,0.347290,-0.433288
1.330031,1.094002,-0.660604
0.033560,-0.099633,-1.192562
-1.904217,-0.164808,-0.626210
-1.954126,-0.186321,-0.677366
-2.004509,-0.211533,-0.727344
-2.039042,-0.272216,-0.759475
-1.108289,-0.740200,-1.138347
-0.986215,-1.012631,-1.034487
0.656641,2.000212,-0.158517
1.160209,0.710992,0.642400
1.851109,-0.131705,0.102915
2.019698,-0.623533,-0.072840
0.467956,1.452858,0.493204
